15:4450743-4451668 peak within reach of gene upregulated atp1b3b
15:8958332-8959260 peak within reach of gene upregulated rhoub
16:12357237-12358157 peak within reach of gene upregulated ephb6
16:12526972-12527867 peak within reach of gene upregulated ephb6
16:12302728-12303626 peak within reach of gene upregulated ephb6
16:15479623-15480601 peak within reach of gene upregulated has2
16:35165864-35166756 peak within reach of gene upregulated ptprub
16:35292899-35293780 peak within reach of gene upregulated ptprub
17:11111867-11113002 peak within reach of gene upregulated dact1
17:21389220-21390121 peak within reach of gene upregulated eno4
17:21389220-21390121 peak within reach of gene upregulated shtn1
17:21442033-21442941 peak within reach of gene upregulated shtn1
17:21436246-21437251 peak within reach of gene upregulated shtn1
17:21389220-21390121 peak within reach of gene upregulated atp6v1ba
17:21442033-21442941 peak within reach of gene upregulated atp6v1ba
17:21436246-21437251 peak within reach of gene upregulated atp6v1ba
17:21389220-21390121 peak within reach of gene upregulated vax1
17:21442033-21442941 peak within reach of gene upregulated vax1
17:21436246-21437251 peak within reach of gene upregulated vax1
17:29890789-29891640 peak within reach of gene upregulated esrrga
17:50526045-50526957 peak within reach of gene upregulated bmp4
18:11052122-11053023 peak within reach of gene upregulated tspan9a
18:11182426-11183440 peak within reach of gene upregulated tspan9a
18:20713696-20714578 peak within reach of gene upregulated wnt2
18:20711047-20711968 peak within reach of gene upregulated wnt2
18:20713696-20714578 peak within reach of gene upregulated cftr
18:20711047-20711968 peak within reach of gene upregulated cftr
18:44218234-44219140 peak within reach of gene upregulated cdon
18:9236193-9237100 peak within reach of gene upregulated sema3ab
18:9534247-9535144 peak within reach of gene upregulated sema3ab
18:9386840-9387752 peak within reach of gene upregulated sema3ab
18:9273952-9274704 peak within reach of gene upregulated sema3ab
19:31839595-31840518 peak within reach of gene upregulated zbtb10
19:31835129-31836047 peak within reach of gene upregulated zbtb10
19:34704519-34705429 peak within reach of gene upregulated elp2
19:38811866-38812773 peak within reach of gene upregulated adgrb2
20:20567601-20568500 peak within reach of gene upregulated six6b
20:20578770-20579648 peak within reach of gene upregulated six6b
20:20455847-20456766 peak within reach of gene upregulated six6b
20:20530322-20530906 peak within reach of gene upregulated six6b
20:31453180-31454101 peak within reach of gene upregulated usta
20:31352595-31353609 peak within reach of gene upregulated usta
20:33926987-33928086 peak within reach of gene upregulated lmx1a
20:33936190-33937054 peak within reach of gene upregulated lmx1a
20:44841655-44842551 peak within reach of gene upregulated klhl29
20:5190539-5191441 peak within reach of gene upregulated ccdc85cb
20:5568897-5569787 peak within reach of gene upregulated nrxn3b
21:20528671-20529584 peak within reach of gene upregulated efna5a
21:20506542-20507463 peak within reach of gene upregulated efna5a
2:18664633-18665828 peak within reach of gene upregulated pbx1a
2:18769933-18770626 peak within reach of gene upregulated pbx1a
22:38842158-38842657 peak within reach of gene upregulated anos1b
2:23995885-23996995 peak within reach of gene upregulated col15a1b
22:5025481-5026381 peak within reach of gene upregulated rx1
22:5006403-5007304 peak within reach of gene upregulated rx1
22:4998577-4999579 peak within reach of gene upregulated rx1
22:5019410-5020237 peak within reach of gene upregulated rx1
22:4992797-4993707 peak within reach of gene upregulated rx1
22:5003963-5004882 peak within reach of gene upregulated rx1
23:21827846-21828754 peak within reach of gene upregulated ephb2a
23:21951029-21952029 peak within reach of gene upregulated ephb2a
23:23201484-23202398 peak within reach of gene upregulated noc2l
23:23115485-23116246 peak within reach of gene upregulated noc2l
23:24704795-24705694 peak within reach of gene upregulated c1qtnf12
23:2474242-2475149 peak within reach of gene upregulated snai1b
23:25730111-25731005 peak within reach of gene upregulated rbms2b
23:40384998-40385867 peak within reach of gene upregulated elovl4b
23:41181829-41182942 peak within reach of gene upregulated nhsa
23:6417357-6418249 peak within reach of gene upregulated bmp7b
23:6521676-6522528 peak within reach of gene upregulated bmp7b
23:6521676-6522528 peak within reach of gene upregulated spo11
2:40989537-40990415 peak within reach of gene upregulated hs6st1a
24:18760608-18761513 peak within reach of gene upregulated relch
24:18655054-18655969 peak within reach of gene upregulated relch
24:21357144-21358070 peak within reach of gene upregulated shisa2b
24:28591786-28592678 peak within reach of gene upregulated arhgap29a
24:773874-774777 peak within reach of gene upregulated stk17a
25:14665668-14666569 peak within reach of gene upregulated nav2b
25:14972489-14973553 peak within reach of gene upregulated pax6a
25:15124855-15125783 peak within reach of gene upregulated pax6a
25:15877006-15877913 peak within reach of gene upregulated syt9b
25:1885039-1885940 peak within reach of gene upregulated fbln1
25:18187131-18188003 peak within reach of gene upregulated kitlga
25:22562459-22563357 peak within reach of gene upregulated stra6
25:22593915-22594819 peak within reach of gene upregulated stra6
25:34575441-34576341 peak within reach of gene upregulated klf13
25:34541752-34542648 peak within reach of gene upregulated klf13
25:34575441-34576341 peak within reach of gene upregulated trpm1b
25:34541752-34542648 peak within reach of gene upregulated trpm1b
2:55872069-55872950 peak within reach of gene upregulated rx2
2:55815801-55816594 peak within reach of gene upregulated rx2
2:55817765-55818622 peak within reach of gene upregulated rx2
2:7982035-7983005 peak within reach of gene upregulated ephb3a
3:12997130-12998014 peak within reach of gene upregulated pdgfab
3:39639106-39640087 peak within reach of gene upregulated grapa
4:20789245-20790103 peak within reach of gene upregulated nav3
4:21293960-21294867 peak within reach of gene upregulated syt1a
4:5585245-5586143 peak within reach of gene upregulated vegfab
4:6016311-6017207 peak within reach of gene upregulated tfec
4:6011317-6012228 peak within reach of gene upregulated tfec
4:6032239-6032965 peak within reach of gene upregulated tfec
4:6005354-6006252 peak within reach of gene upregulated tfec
4:6035652-6036657 peak within reach of gene upregulated tfec
5:23170478-23171450 peak within reach of gene upregulated prps1a
5:32969867-32970769 peak within reach of gene upregulated lmo4a
5:32963235-32964272 peak within reach of gene upregulated lmo4a
5:34997338-34998226 peak within reach of gene upregulated foxd1
5:35024876-35026014 peak within reach of gene upregulated foxd1
5:35169513-35170458 peak within reach of gene upregulated fcho2
5:35138904-35139817 peak within reach of gene upregulated fcho2
5:35141603-35142498 peak within reach of gene upregulated fcho2
5:35024876-35026014 peak within reach of gene upregulated fcho2
5:64781341-64782263 peak within reach of gene upregulated olfm1a
5:7655583-7656497 peak within reach of gene upregulated bmpr1ba
6:44328126-44328909 peak within reach of gene upregulated pdzrn3b
6:44329533-44330419 peak within reach of gene upregulated pdzrn3b
6:51126017-51126926 peak within reach of gene upregulated ptprt
6:51190481-51191375 peak within reach of gene upregulated ptprt
6:51453549-51454426 peak within reach of gene upregulated ptprt
6:51281731-51283101 peak within reach of gene upregulated ptprt
6:51394246-51395231 peak within reach of gene upregulated ptprt
6:51126017-51126926 peak within reach of gene upregulated ptprt
6:51190481-51191375 peak within reach of gene upregulated ptprt
7:15796987-15797870 peak within reach of gene upregulated pax6b
7:16045317-16046223 peak within reach of gene upregulated immp1l
7:16060511-16061413 peak within reach of gene upregulated immp1l
7:17084192-17085259 peak within reach of gene upregulated prmt3
7:17074003-17074798 peak within reach of gene upregulated prmt3
7:18838481-18839399 peak within reach of gene upregulated mllt3
7:18814384-18815285 peak within reach of gene upregulated mllt3
7:29570469-29571181 peak within reach of gene upregulated rorab
7:56873701-56874607 peak within reach of gene upregulated myo9aa
7:63486026-63486884 peak within reach of gene upregulated pcdh7b
7:63468888-63469691 peak within reach of gene upregulated pcdh7b
7:8823467-8824373 peak within reach of gene upregulated vax2
7:9803117-9803973 peak within reach of gene upregulated aldh1a3
8:25558398-25559245 peak within reach of gene upregulated prex1
8:3125134-3126057 peak within reach of gene upregulated lhx2b
9:11615651-11616535 peak within reach of gene upregulated itgav
9:14445790-14446640 peak within reach of gene upregulated nrp2b
9:16419523-16420672 peak within reach of gene upregulated epha3
9:16702798-16703652 peak within reach of gene upregulated epha3
9:23099825-23100775 peak within reach of gene upregulated lypd6
9:33394717-33395521 peak within reach of gene upregulated caska
9:33599663-33600576 peak within reach of gene upregulated caska
9:43473553-43474464 peak within reach of gene upregulated znf385b
9:43373851-43374649 peak within reach of gene upregulated znf385b
9:43944264-43945166 peak within reach of gene upregulated itga4
9:46875004-46876005 peak within reach of gene upregulated igfbp5b
