17:21319711-21320748 peak within reach of gene upregulated eno4
17:21346407-21347301 peak within reach of gene upregulated eno4
17:21362346-21363222 peak within reach of gene upregulated eno4
17:21406866-21407783 peak within reach of gene upregulated eno4
17:21389220-21390121 peak within reach of gene upregulated eno4
17:21289878-21290768 peak within reach of gene upregulated eno4
17:21442033-21442941 peak within reach of gene upregulated shtn1
17:21403503-21404418 peak within reach of gene upregulated shtn1
17:21312470-21313685 peak within reach of gene upregulated shtn1
17:21410162-21411074 peak within reach of gene upregulated shtn1
17:21319711-21320748 peak within reach of gene upregulated shtn1
17:21346407-21347301 peak within reach of gene upregulated shtn1
17:21362346-21363222 peak within reach of gene upregulated shtn1
17:21406866-21407783 peak within reach of gene upregulated shtn1
17:21389220-21390121 peak within reach of gene upregulated shtn1
17:21289878-21290768 peak within reach of gene upregulated shtn1
17:21442033-21442941 peak within reach of gene upregulated atp6v1ba
17:21403503-21404418 peak within reach of gene upregulated atp6v1ba
17:21312470-21313685 peak within reach of gene upregulated atp6v1ba
17:21410162-21411074 peak within reach of gene upregulated atp6v1ba
17:21319711-21320748 peak within reach of gene upregulated atp6v1ba
17:21346407-21347301 peak within reach of gene upregulated atp6v1ba
17:21362346-21363222 peak within reach of gene upregulated atp6v1ba
17:21406866-21407783 peak within reach of gene upregulated atp6v1ba
17:21389220-21390121 peak within reach of gene upregulated atp6v1ba
17:21289878-21290768 peak within reach of gene upregulated atp6v1ba
17:21442033-21442941 peak within reach of gene upregulated vax1
17:21403503-21404418 peak within reach of gene upregulated vax1
17:21410162-21411074 peak within reach of gene upregulated vax1
17:21346407-21347301 peak within reach of gene upregulated vax1
17:21362346-21363222 peak within reach of gene upregulated vax1
17:21406866-21407783 peak within reach of gene upregulated vax1
17:21389220-21390121 peak within reach of gene upregulated vax1
17:48255251-48256178 peak within reach of gene upregulated smoc1
17:48240545-48241459 peak within reach of gene upregulated smoc1
18:24825209-24826115 peak within reach of gene upregulated rgma
19:3622397-3623292 peak within reach of gene upregulated nedd9
19:7651927-7652836 peak within reach of gene upregulated cgnb
20:32455530-32456507 peak within reach of gene upregulated nr2e1
21:20521924-20522810 peak within reach of gene upregulated efna5a
21:20506542-20507463 peak within reach of gene upregulated efna5a
21:20612333-20613179 peak within reach of gene upregulated efna5a
2:26290560-26291539 peak within reach of gene upregulated ptbp1a
23:23116312-23117401 peak within reach of gene upregulated samd11
23:23343289-23344264 peak within reach of gene upregulated her9
23:23436219-23436809 peak within reach of gene upregulated her9
23:23382225-23382919 peak within reach of gene upregulated her9
23:24377124-24378029 peak within reach of gene upregulated epha2b
23:24347028-24347890 peak within reach of gene upregulated epha2b
23:41558102-41559122 peak within reach of gene upregulated scube3
2:3684624-3685518 peak within reach of gene upregulated egfra
24:13269845-13270499 peak within reach of gene upregulated rdh10a
24:19503095-19503998 peak within reach of gene upregulated sulf1
24:19515424-19516399 peak within reach of gene upregulated sulf1
24:4452153-4453050 peak within reach of gene upregulated fzd8a
2:46501499-46502406 peak within reach of gene upregulated ephb1
25:28257092-28258037 peak within reach of gene upregulated cadps2
25:28144514-28145459 peak within reach of gene upregulated cadps2
25:28252792-28253717 peak within reach of gene upregulated cadps2
25:28151180-28152201 peak within reach of gene upregulated cadps2
25:28272740-28273521 peak within reach of gene upregulated cadps2
25:28181652-28182721 peak within reach of gene upregulated cadps2
25:28257092-28258037 peak within reach of gene upregulated fezf1
25:28252792-28253717 peak within reach of gene upregulated fezf1
25:28272740-28273521 peak within reach of gene upregulated fezf1
25:28181652-28182721 peak within reach of gene upregulated fezf1
25:28257092-28258037 peak within reach of gene upregulated aass
25:28252792-28253717 peak within reach of gene upregulated aass
25:28272740-28273521 peak within reach of gene upregulated aass
25:28181652-28182721 peak within reach of gene upregulated aass
3:12933574-12934594 peak within reach of gene upregulated pdgfab
5:17841139-17842070 peak within reach of gene upregulated fbrsl1
5:17841139-17842070 peak within reach of gene upregulated chfr
5:32960368-32961220 peak within reach of gene upregulated lmo4a
5:32966991-32967842 peak within reach of gene upregulated lmo4a
5:32963235-32964272 peak within reach of gene upregulated lmo4a
5:32969867-32970769 peak within reach of gene upregulated lmo4a
5:44880440-44881309 peak within reach of gene upregulated kank1a
5:64781341-64782263 peak within reach of gene upregulated lix1
5:64833558-64834396 peak within reach of gene upregulated lix1
5:7655583-7656497 peak within reach of gene upregulated bmpr1ba
5:7652571-7653445 peak within reach of gene upregulated bmpr1ba
6:15792492-15793393 peak within reach of gene upregulated ackr3b
6:19843773-19844686 peak within reach of gene upregulated ntn1a
6:49669549-49670464 peak within reach of gene upregulated apcdd1l
6:6612882-6613727 peak within reach of gene upregulated bcl11ab
6:6561720-6562635 peak within reach of gene upregulated bcl11ab
6:9573887-9574944 peak within reach of gene upregulated cyp27c1
7:28576146-28577040 peak within reach of gene upregulated dennd2b
7:31079769-31080682 peak within reach of gene upregulated tjp1a
7:33771563-33772449 peak within reach of gene upregulated tle3b
7:34756556-34757470 peak within reach of gene upregulated plekhg4
7:8823467-8824373 peak within reach of gene upregulated vax2
7:8794825-8795736 peak within reach of gene upregulated vax2
7:8787968-8788996 peak within reach of gene upregulated vax2
7:8830688-8831589 peak within reach of gene upregulated vax2
7:8799203-8800273 peak within reach of gene upregulated vax2
7:8881503-8882339 peak within reach of gene upregulated vax2
7:8810770-8811698 peak within reach of gene upregulated vax2
7:9803117-9803973 peak within reach of gene upregulated aldh1a3
8:16294977-16295895 peak within reach of gene upregulated dmrta2
8:16347938-16348853 peak within reach of gene upregulated dmrta2
8:16263684-16264563 peak within reach of gene upregulated dmrta2
8:16299635-16300538 peak within reach of gene upregulated dmrta2
8:16261585-16262487 peak within reach of gene upregulated dmrta2
8:16291077-16291924 peak within reach of gene upregulated dmrta2
8:3084870-3085420 peak within reach of gene upregulated lhx2b
8:3078149-3078785 peak within reach of gene upregulated lhx2b
8:2998383-2999275 peak within reach of gene upregulated lhx2b
9:28133397-28134295 peak within reach of gene upregulated fzd5
9:28164097-28164558 peak within reach of gene upregulated fzd5
9:29828342-29829247 peak within reach of gene upregulated il1rapl1a
9:31341175-31342135 peak within reach of gene upregulated zic2a
